ONT_only_chromosome,ONT_only_start,ONT_only_end,ONT_only_strand,ONT_only_gene_id,ONT_only_transcript_id,ONT_only_gene_name,ONT_only_transcript_type,ONT_only_v43_tx_len,ONT_only_v43_exon_count,ONT_only_v43_cds_len,ONT_only_FPKM,ONT_only_testis_1,ONT_only_testis_2,ONT_only_brain,ONT_only_Tx_FPKM,ONT_only_Gene_FPKM,ONT_only_Tx%,ONT_only_Tx_count,ONT_only_Rank,ONT_only_Ref_Tx,ONT_only_MANE_tx,ONT_only_MANE_match,ONT_only_V8_gene_id,ONT_only_V8_transcript_id,ONT_only_V8_gene_id_by_V8Tx
13,108207439,108215409,-,ENSG00000174405,ENST00000687164,LIG4,protein_coding,3994,4,2736,,1.005508,0,0,0.335169333,5.300695667,6.323119726,19,4,0,ENST00000442234,0,ENSG00000174405,,
13,108207460,108218339,-,ENSG00000174405,ENST00000688455,LIG4,protein_coding,4348,4,2736,,0,0,0.816939,0.272313,5.300695667,5.13730682,19,5,0,ENST00000442234,0,ENSG00000174405,,
18,54324487,54357861,-,ENSG00000174448,ENST00000689888,STARD6,nonsense_mediated_decay,1305,4,228,,25.255169,26.021008,0,17.092059,17.40167967,98.22074264,6,1,0,ENST00000307844,0,ENSG00000174448,,
12,110048364,110049285,-,ENSG00000174456,ENST00000650705,C12orf76,protein_coding,736,2,132,,0,0.14147,0,0.047156667,20.64146967,0.228455955,12,3,0,ENST00000615315,0,ENSG00000174456,,
3,23917130,23919552,+,ENSG00000174748,ENST00000644185,RPL15,protein_coding,824,4,615,,1.197226,2.693416,2.063006,1.984549333,211.6798427,0.937524002,16,4,0,ENST00000307839,0,ENSG00000174748,,
3,167478684,167653942,-,ENSG00000174776,ENST00000682715,WDR49,protein_coding,3527,4,3150,,0,0,0.633095,0.211031667,0.211031667,100,11,1,1,ENST00000682715,1,ENSG00000174776,,
4,56467595,56503681,+,ENSG00000174780,ENST00000642900,SRP72,protein_coding,3855,18,2016,,15.45514,0,0,5.151713333,8.597937667,59.91801212,10,1,1,ENST00000642900,1,ENSG00000174780,,
4,55948932,55960867,+,ENSG00000174799,ENST00000706800,CEP135,retained_intron,4290,3,,,0,0.422888,0,0.140962667,1.018123667,13.84533837,7,2,0,ENST00000257287,0,ENSG00000174799,,
19,5894906,5903783,-,ENSG00000174886,ENST00000650663,NDUFA11,protein_coding_CDS_not_defined,1786,2,,,0.074401,0.152805,0,0.075735333,22.98290233,0.329529022,7,4,0,ENST00000308961,0,ENSG00000174886,,
3,158110077,158461983,+,ENSG00000174891,ENST00000684683,RSRC1,retained_intron,1757,4,,,2.68954,4.706587,3.460275,3.618800667,4.438240667,81.53682818,29,1,0,ENST00000611884,0,ENSG00000174891,,
3,158110077,158203695,+,ENSG00000174891,ENST00000684156,RSRC1,retained_intron,1069,4,,,0.079957,0.797044,0.243944,0.373648333,4.438240667,8.418838936,29,2,0,ENST00000611884,0,ENSG00000174891,,
3,158110077,158210341,+,ENSG00000174891,ENST00000683394,RSRC1,retained_intron,7727,4,,,0.454152,0,0.488253,0.314135,4.438240667,7.077917211,29,3,0,ENST00000611884,0,ENSG00000174891,,
3,157543343,157578884,+,ENSG00000174899,ENST00000651325,SLC66A1L,,1201,2,,,0.076569,0.484932,0,0.187167,0.216868667,86.30430706,8,1,0,-,0,ENSG00000174899,,
19,48748011,48752641,-,ENSG00000174951,ENST00000645652,FUT1,protein_coding,3425,2,1098,,0.625784,1.059579,0,0.561787667,0.561787667,100,7,1,1,ENST00000645652,1,ENSG00000174951,,
12,116910928,117031148,+,ENSG00000174989,ENST00000652555,FBXW8,protein_coding,4861,2,1797,,0,0,0.125949,0.041983,1.053797667,3.983971623,4,2,0,ENST00000652555,1,ENSG00000174989,,
3,142555898,142565759,-,ENSG00000175054,ENST00000657914,ATR,retained_intron,4678,3,,,1.43853,1.581858,0,1.006796,5.146207,19.56384576,22,2,0,ENST00000350721,0,ENSG00000175054,,
3,142449230,142486203,-,ENSG00000175054,ENST00000654170,ATR,retained_intron,2961,3,,,0.641323,0,0,0.213774333,5.146207,4.154017383,22,3,0,ENST00000350721,0,ENSG00000175054,,
3,139343998,139357129,+,ENSG00000175110,ENST00000680020,MRPS22,protein_coding,1205,4,1083,,22.670094,26.961468,7.812931,19.14816433,19.34072733,99.00436526,25,1,1,ENST00000680020,1,ENSG00000175110,,
20,25774014,25863241,-,ENSG00000175170,ENST00000658073,FAM182B,,771,3,,,1.725786,0.928307,0,0.884697667,3.077259,28.74953544,22,1,0,-,0,ENSG00000175170,,
20,25773962,25854033,-,ENSG00000175170,ENST00000666588,FAM182B,,1759,6,,,2.14749,0,0,0.71583,3.077259,23.26193538,22,2,0,-,0,ENSG00000175170,,
20,25774014,25868168,-,ENSG00000175170,ENST00000662978,FAM182B,,803,6,,,0,0.838956,0,0.279652,3.077259,9.087697851,22,4,0,-,0,ENSG00000175170,,
20,25774014,25865769,-,ENSG00000175170,ENST00000657325,FAM182B,,811,3,,,0.777696,0,0,0.259232,3.077259,8.424120297,22,6,0,-,0,ENSG00000175170,,
12,57544449,57547206,-,ENSG00000175203,ENST00000678990,DCTN2,retained_intron,1827,4,,,0,0,1.267421,0.422473667,0.422473667,100,33,1,0,ENST00000548249,0,ENSG00000175203,,
11,46617536,46674518,+,ENSG00000175224,ENST00000683050,ATG13,protein_coding,4246,4,1653,,0,0,12.411593,4.137197667,4.137197667,100,31,1,1,ENST00000683050,1,ENSG00000175224,,
11,7987337,8001852,+,ENSG00000175390,ENST00000651655,EIF3F,protein_coding,6920,2,1074,,0,18.546659,0,6.182219667,6.413425,96.39497876,15,1,1,ENST00000651655,1,ENSG00000175390,,
8,19939253,19967259,+,ENSG00000175445,ENST00000650287,LPL,protein_coding,3565,2,1428,,1.072556,0.563666,15.425548,5.687256667,5.687256667,100,8,1,1,ENST00000650287,1,ENSG00000175445,,
11,73974671,73982843,-,ENSG00000175567,ENST00000663595,UCP2,protein_coding,1644,6,930,,12.718581,15.952795,2.54298,10.40478533,10.40478533,100,11,1,1,ENST00000663595,1,ENSG00000175567,,
16,13920138,13936727,+,ENSG00000175595,ENST00000683407,ERCC4,retained_intron,2803,4,,,2.495645,0,0,0.831881667,2.601785667,31.97348949,16,2,0,ENST00000311895,0,ENSG00000175595,,
16,11249619,11381662,+,ENSG00000175643,ENST00000649869,RMI2,protein_coding_CDS_not_defined,1083,2,,,1.493611,1.317381,0,0.936997333,11.31588233,8.2803736,7,2,0,ENST00000312499,0,ENSG00000175643,,
9,128276222,128316123,+,ENSG00000175854,ENST00000652598,SWI5,nonsense_mediated_decay,1373,2,357,,0,0.76546,0,0.255153333,16.31886933,1.563547867,7,3,0,ENST00000418976,0,ENSG00000175854,,
8,95133679,95156679,+,ENSG00000175895,ENST00000700746,PLEKHF2,protein_coding,3001,4,750,,1.955732,4.937208,0.216595,2.369845,14.091307,16.81777993,7,2,0,ENST00000315367,0,ENSG00000175895,,
13,50082169,50107202,+,ENSG00000176124,ENST00000655550,DLEU1,,2888,3,,,0,0.627834,0.597442,0.408425333,1.660180667,24.60125826,43,2,0,-,0,ENSG00000176124,,
13,50719188,50724541,+,ENSG00000176124,ENST00000668174,DLEU1,,1926,6,,,0,0.239901,0,0.079967,1.660180667,4.816764922,43,3,0,-,0,ENSG00000176124,,
7,100888721,100889715,-,ENSG00000176125,ENST00000672365,UFSP1,protein_coding,995,2,657,,0.273262,0.216304,0.295871,0.261812333,0.261812333,100,2,1,1,ENST00000388761,0,ENSG00000176125,,
17,82101458,82212842,-,ENSG00000176155,ENST00000694881,CCDC57,protein_coding,3362,4,3084,,2.822453,2.437596,1.493093,2.251047333,2.339472333,96.22030153,21,1,1,ENST00000694881,1,ENSG00000176155,,
1,33864077,33864791,+,ENSG00000176256,ENST00000681531,HMGB4,protein_coding,713,4,561,,272.170807,0,0,90.72360233,245.146775,37.00787103,5,2,1,ENST00000681531,1,ENSG00000176256,,
14,95407266,95516650,-,ENSG00000176438,ENST00000682763,SYNE3,protein_coding,13557,4,2928,,0,1.142598,0,0.380866,0.583473333,65.27564813,6,1,1,ENST00000682763,1,ENSG00000176438,,
2,134964487,134983453,-,ENSG00000176601,ENST00000661533,MAP3K19,retained_intron,1398,2,,,0.422445,1.156077,0,0.526174,3.862378,13.62305813,23,3,0,ENST00000392915,0,ENSG00000176601,,
16,86566829,86569728,+,ENSG00000176692,ENST00000649859,FOXC2,protein_coding,2900,2,1506,,1.755773,1.547379,0.302411,1.201854333,1.201854333,100,1,1,1,ENST00000649859,1,ENSG00000176692,,
11,4859620,4863139,-,ENSG00000176904,ENST00000646738,OR51H1,,955,2,,,0.105583,0.209912,0,0.105165,0.105165,100,1,1,0,-,0,ENSG00000176904,,
9,137110534,137114744,-,ENSG00000176978,ENST00000706878,DPP7,nonsense_mediated_decay,1598,3,384,,14.583965,9.446917,10.386922,11.47260133,55.94579867,20.50663608,25,2,0,ENST00000371579,0,ENSG00000176978,,
9,137110561,137114752,-,ENSG00000176978,ENST00000706881,DPP7,nonsense_mediated_decay,1601,3,1068,,0,6.154483,0,2.051494333,55.94579867,3.666931892,25,3,0,ENST00000371579,0,ENSG00000176978,,
11,644244,691647,-,ENSG00000177030,ENST00000682936,DEAF1,retained_intron,1764,4,,,0,0,3.525277,1.175092333,28.75798467,4.086142847,22,2,0,ENST00000382409,0,ENSG00000177030,,
11,644233,695041,-,ENSG00000177030,ENST00000692634,DEAF1,nonsense_mediated_decay,1739,4,795,,0,0,3.479175,1.159725,28.75798467,4.032706093,22,3,0,ENST00000382409,0,ENSG00000177030,,
11,644233,707083,-,ENSG00000177030,ENST00000683307,DEAF1,protein_coding,2267,4,972,,0.496759,0,0.896201,0.46432,28.75798467,1.614577674,22,4,0,ENST00000382409,0,ENSG00000177030,,
11,644233,695041,-,ENSG00000177030,ENST00000690068,DEAF1,protein_coding,1866,4,1365,,0.121612,0,0.742248,0.287953333,28.75798467,1.001298723,22,5,0,ENST00000382409,0,ENSG00000177030,,
12,132677207,132687376,-,ENSG00000177084,ENST00000699985,POLE,retained_intron,1012,4,,,0.351658,0,0,0.117219333,3.449279,3.398372046,24,4,0,ENST00000320574,0,ENSG00000177084,,
X,20154932,20267070,-,ENSG00000177189,ENST00000646610,RPS6KA3,protein_coding,2682,2,2139,,0,0.665859,0,0.221953,0.672918667,32.98362952,16,2,0,ENST00000379565,0,ENSG00000177189,,
19,41425359,41427374,-,ENSG00000177191,ENST00000691102,B3GNT8,protein_coding,1543,4,1194,,0.43862,0.212269,0.429175,0.360021333,0.360021333,100,4,1,1,ENST00000691102,1,ENSG00000177191,,
9,137086963,137109183,+,ENSG00000177239,ENST00000683979,MAN1B1,nonsense_mediated_decay,7082,4,429,,0.707861,0,0,0.235953667,17.18098867,1.373341612,40,3,0,ENST00000371589,0,ENSG00000177239,,
1,110653560,110674930,-,ENSG00000177272,ENST00000685980,KCNA3,nonsense_mediated_decay,9604,4,1728,,0.495196,0,3.842683,1.445959667,1.445959667,100,6,1,0,ENST00000369769,0,ENSG00000177272,,
1,110615403,110620799,-,ENSG00000177301,ENST00000674674,KCNA2,protein_coding_CDS_not_defined,1134,4,,,0.246347,0.486379,0,0.244242,4.257006,5.737412632,17,3,0,ENST00000316361,0,ENSG00000177301,,
7,93131217,93148369,-,ENSG00000177409,ENST00000699641,SAMD9L,protein_coding,6815,4,4755,,0.223477,0,0,0.074492333,0.152042,48.99457606,9,2,0,ENST00000318238,0,ENSG00000177409,,
1,247920252,247923152,+,ENSG00000177462,ENST00000641945,OR2T8,protein_coding,2422,4,939,,0.477558,0,0,0.159186,0.159186,100,1,1,1,ENST00000641945,1,ENSG00000177462,,
11,832958,838830,+,ENSG00000177697,ENST00000645878,CD151,retained_intron,1857,2,,,0,0,0.704355,0.234785,24.80755933,0.946425228,23,4,0,ENST00000397420,0,ENSG00000177697,,
1,160037467,160070160,-,ENSG00000177807,ENST00000644903,KCNJ10,protein_coding,5205,2,1140,,0,0,17.406631,5.802210333,5.802210333,100,10,1,1,ENST00000644903,1,ENSG00000177807,,
2,152717893,152760764,+,ENSG00000177917,ENST00000686839,ARL6IP6,protein_coding,1308,4,132,,0.787027,1.926994,0.610476,1.108165667,9.247505,11.98340165,23,2,0,ENST00000326446,0,ENSG00000177917,,
16,89969791,89972534,-,ENSG00000177946,ENST00000646748,CENPBD1P,,2744,2,,,4.222631,7.031705,3.441552,4.898629333,4.898629333,100,3,1,0,-,0,ENSG00000177946,,
1,153990762,153992155,+,ENSG00000177954,ENST00000651669,RPS27,protein_coding,352,2,255,,0,2.653306,2.303499,1.652268333,5.479318,30.15463482,5,2,1,ENST00000651669,1,ENSG00000177954,,
1,153990762,153992150,+,ENSG00000177954,ENST00000643794,RPS27,nonsense_mediated_decay,467,6,246,,0.388469,0.841696,0.574799,0.601654667,5.479318,10.9804663,5,3,0,ENST00000651669,0,ENSG00000177954,,
22,50530409,50532216,-,ENSG00000177989,ENST00000682240,ODF3B,protein_coding,954,4,762,,0,0,0.384693,0.128231,3.019165333,4.247233452,10,3,0,ENST00000329363,0,ENSG00000177989,,
1,148844428,149033016,+,ENSG00000178104,ENST00000695795,PDE4DIP,protein_coding,8617,4,7239,,0,0,3.837386,1.279128667,9.283964333,13.77782831,63,2,0,ENST00000695795,1,ENSG00000178104,,
8,66964099,67028554,-,ENSG00000178125,ENST00000685739,PPP1R42,protein_coding,1182,4,816,,2.648908,0,0,0.882969333,3.325929333,26.54804853,14,2,0,ENST00000685739,1,ENSG00000178125,,
4,17880629,18021755,-,ENSG00000178177,ENST00000676061,LCORL,nonsense_mediated_decay,4934,4,513,,9.123394,11.694499,0,6.939297667,9.518609667,72.90242913,15,1,0,ENST00000635767,0,ENSG00000178177,,
4,17892292,18021755,-,ENSG00000178177,ENST00000674942,LCORL,protein_coding,1978,4,837,,0,0,0.741491,0.247163667,9.518609667,2.596636224,15,5,0,ENST00000635767,0,ENSG00000178177,,
16,28863843,28874205,+,ENSG00000178188,ENST00000707128,SH2B1,protein_coding,2942,3,2016,,4.981741,6.494421,7.044937,6.173699667,8.761092667,70.46723396,18,1,1,ENST00000684370,0,ENSG00000178188,,
4,1056250,1113564,-,ENSG00000178222,ENST00000698262,RNF212,protein_coding,1164,4,819,,2.979504,2.729132,1.259317,2.322651,4.273899,54.34501377,16,1,1,ENST00000433731,0,ENSG00000178222,,
17,64093493,64130059,-,ENSG00000178607,ENST00000680493,ERN1,protein_coding,4833,4,291,,0,0.942701,0,0.314233667,1.546465667,20.31947255,10,3,0,ENST00000433197,0,ENSG00000178607,,
14,55271370,55368128,+,ENSG00000178974,ENST00000680682,FBXO34,nonsense_mediated_decay,3883,4,2136,,1.228657,3.420297,0,1.549651333,18.94412533,8.180115503,12,2,0,ENST00000313833,0,ENSG00000178974,,
14,55271370,55370053,+,ENSG00000178974,ENST00000681074,FBXO34,nonsense_mediated_decay,3094,4,2136,,3.750824,0,0,1.250274667,18.94412533,6.599801493,12,3,0,ENST00000313833,0,ENSG00000178974,,
9,104694518,104695462,+,ENSG00000179055,ENST00000641530,OR13D1,protein_coding,945,4,945,,0,0.10882,0,0.036273333,0.036273333,100,1,1,1,ENST00000641530,1,ENSG00000179055,,
X,93674206,93712265,+,ENSG00000179083,ENST00000683942,FAM133A,protein_coding,3179,4,747,,4.453831,4.999567,0,3.151132667,3.151132667,100,3,1,1,ENST00000683942,1,ENSG00000179083,,
11,76381305,76390842,+,ENSG00000179240,ENST00000663165,GVQW3,protein_coding,8777,6,633,,0.382605,0.468232,2.151817,1.000884667,2.233444,44.81351073,11,1,1,ENST00000529331,0,ENSG00000179240,,
12,112504363,112509837,+,ENSG00000179295,ENST00000687120,PTPN11,retained_intron,7648,4,,,0,1.98573,0,0.66191,3.092848,21.40131038,16,2,0,ENST00000351677,0,ENSG00000179295,,
1,244048523,244055501,+,ENSG00000179456,ENST00000696615,ZBTB18,protein_coding,1642,4,684,,1.171441,0,0,0.390480333,85.05501367,0.459091494,7,3,0,ENST00000358704,0,ENSG00000179456,,
16,10940719,10943018,+,ENSG00000179583,ENST00000573379,CIITA,protein_coding_CDS_not_defined,2147,3,,,0.381163,0,0,0.127054333,0.127054333,100,21,1,0,ENST00000324288,0,ENSG00000179583,,
1,159302336,159308202,+,ENSG00000179639,ENST00000693622,FCER1A,protein_coding,1073,4,774,,1.165264,0,0,0.388421333,0.388421333,100,3,1,1,ENST00000693622,1,ENSG00000179639,,
19,3585514,3593541,+,ENSG00000179855,ENST00000644452,GIPC3,protein_coding,4410,4,939,,0.501495,0.20623,0.223767,0.310497333,0.310497333,100,2,1,1,ENST00000644452,1,ENSG00000179855,,
2,50919396,51028273,-,ENSG00000179915,ENST00000675235,NRXN1,protein_coding,5861,4,873,,0,0.949072,4.246861,1.731977667,6.181250333,28.01985963,65,2,0,ENST00000401669,0,ENSG00000179915,,
12,76344482,76348415,-,ENSG00000179941,ENST00000650064,BBS10,protein_coding,3568,2,2172,,4.333702,4.536345,9.119555,5.996534,5.996534,100,1,1,1,ENST00000650064,1,ENSG00000179941,,
9,38540560,38544266,-,ENSG00000180071,ENST00000562942,ANKRD18A,protein_coding_CDS_not_defined,2345,2,,,2.500382,2.320267,0.620606,1.813751667,1.813751667,100,10,1,0,ENST00000399703,0,ENSG00000180071,,
1,28506043,28538989,+,ENSG00000180198,ENST00000683442,RCC1,protein_coding,2551,4,1266,,12.06082,14.12186,1.433998,9.205559333,9.546848667,96.42511005,14,1,1,ENST00000683442,1,ENSG00000180198,,
2,178431414,178450761,-,ENSG00000180228,ENST00000677206,PRKRA,nonsense_mediated_decay,1999,4,285,,2.207731,1.635714,0,1.281148333,41.64606833,3.076276788,36,4,0,ENST00000325748,0,ENSG00000180228,,
2,178431414,178450740,-,ENSG00000180228,ENST00000676505,PRKRA,nonsense_mediated_decay,1793,4,132,,2.601056,0,0.475534,1.02553,41.64606833,2.462489356,36,5,0,ENST00000325748,0,ENSG00000180228,,
2,178431414,178451146,-,ENSG00000180228,ENST00000679037,PRKRA,nonsense_mediated_decay,1709,4,321,,0.943542,0,0.415278,0.45294,41.64606833,1.087593663,36,7,0,ENST00000325748,0,ENSG00000180228,,
2,178431414,178451142,-,ENSG00000180228,ENST00000678845,PRKRA,protein_coding,1546,4,603,,0.781542,0,0,0.260514,41.64606833,0.625542843,36,8,0,ENST00000325748,0,ENSG00000180228,,
2,178431435,178451157,-,ENSG00000180228,ENST00000676922,PRKRA,nonsense_mediated_decay,1780,4,321,,0,0,0.777041,0.259013667,41.64606833,0.621940262,36,9,0,ENST00000325748,0,ENSG00000180228,,
2,178431414,178451146,-,ENSG00000180228,ENST00000678053,PRKRA,nonsense_mediated_decay,1645,4,165,,0,0.45524,0,0.151746667,41.64606833,0.364372131,36,10,0,ENST00000325748,0,ENSG00000180228,,
1,158754720,158755891,+,ENSG00000180433,ENST00000641861,OR6K6,protein_coding,1172,4,960,,0,0.084573,0,0.028191,0.028191,100,1,1,1,ENST00000641861,1,ENSG00000180433,,
1,77779624,77868636,+,ENSG00000180488,ENST00000645756,MIGA1,protein_coding,1978,2,1758,,1.223702,1.332883,0,0.852195,0.852195,100,9,1,1,ENST00000370791,0,ENSG00000180488,,
13,35473419,35478764,-,ENSG00000180660,ENST00000707125,MAB21L1,protein_coding,3961,3,1080,,0,0,42.645298,14.21509933,14.39718267,98.73528497,2,1,1,ENST00000379919,0,ENSG00000180660,,
11,46383789,46391776,-,ENSG00000180720,ENST00000682254,CHRM4,protein_coding,3044,4,1440,,7.1873,3.580518,0,3.589272667,3.612770333,99.34959423,2,1,1,ENST00000682254,1,ENSG00000180720,,
6,50042099,50049929,-,ENSG00000180872,ENST00000651554,DEFB112,protein_coding,1821,2,285,,0.27188,0.398826,0,0.223568667,0.223568667,100,1,1,1,ENST00000651554,1,ENSG00000180872,,
7,136868652,137020213,+,ENSG00000181072,ENST00000680005,CHRM2,protein_coding,5971,4,1401,,0,0,0.259774,0.086591333,0.086591333,100,8,1,1,ENST00000680005,1,ENSG00000181072,,
5,171387852,171410868,+,ENSG00000181163,ENST00000678774,NPM1,nonsense_mediated_decay,1289,4,528,,0,333.855743,0,111.2852477,155.787269,71.43410908,33,1,0,ENST00000296930,0,ENSG00000181163,,
7,149474104,149497743,-,ENSG00000181220,ENST00000685153,ZNF746,protein_coding,2425,4,1938,,0,0,6.905612,2.301870667,13.31468733,17.28820669,6,2,0,ENST00000458143,0,ENSG00000181220,,
X,14857370,14873059,-,ENSG00000181544,ENST00000696323,FANCB,retained_intron,2217,4,,,0,0.224757,0,0.074919,0.074919,100,18,1,0,ENST00000650831,0,ENSG00000181544,,
3,47016413,47121651,-,ENSG00000181555,ENST00000686876,SETD2,protein_coding,5076,4,4411,,0,5.495383,0,1.831794333,2.685447667,68.21187976,26,1,1,ENST00000409792,0,ENSG00000181555,,
3,47016443,47121651,-,ENSG00000181555,ENST00000690157,SETD2,protein_coding,4696,4,4048,,2.56096,0,0,0.853653333,2.685447667,31.78812024,26,2,0,ENST00000409792,0,ENSG00000181555,,
3,46701392,46710886,+,ENSG00000181585,ENST00000643606,TMIE,protein_coding,1765,8,471,,0.815578,1.185972,2.846842,1.616130667,1.616130667,100,3,1,1,ENST00000643606,1,ENSG00000181585,,
11,5544489,5545549,-,ENSG00000181616,ENST00000641796,OR52H1,protein_coding,1061,4,945,,0.540599,0,0,0.180199667,0.180199667,100,2,1,1,ENST00000322653,0,ENSG00000181616,,
10,27397121,27414368,-,ENSG00000182077,ENST00000642324,PTCHD3,protein_coding_LoF,3595,6,2865,,9.873465,10.752795,0,6.87542,6.87542,100,1,1,0,-,0,ENSG00000182077,,
21,39380326,39397889,+,ENSG00000182093,ENST00000649170,GET1,protein_coding,1534,7,525,,66.110466,77.732002,72.651459,72.16464233,80.823863,89.28630686,23,1,1,ENST00000649170,1,ENSG00000182093,,
21,39379571,39397743,+,ENSG00000182093,ENST00000650376,GET1,protein_coding,1427,2,423,,0,13.026515,0,4.342171667,80.823863,5.372388185,23,2,0,ENST00000649170,0,ENSG00000182093,,
21,39379539,39397887,+,ENSG00000182093,ENST00000647678,GET1,protein_coding,1437,2,180,,1.95713,0,0,0.652376667,80.823863,0.807158483,23,4,0,ENST00000649170,0,ENSG00000182093,,
16,10936607,10942460,-,ENSG00000182108,ENST00000570440,DEXI,protein_coding,5854,3,288,,0.558581,0.851184,1.853764,1.087843,25.90628067,4.199147743,4,2,0,ENST00000331808,0,ENSG00000182108,,
9,95875650,95883331,+,ENSG00000182150,ENST00000665077,ERCC6L2,protein_coding,2898,6,606,,3.664683,4.363738,0,2.676140333,2.802076,95.50562987,26,1,1,ENST00000653738,0,ENSG00000182150,,
9,95875059,95882677,+,ENSG00000182150,ENST00000683230,ERCC6L2,protein_coding_CDS_not_defined,1883,4,,,0.377807,0,0,0.125935667,2.802076,4.494370127,26,2,0,ENST00000653738,0,ENSG00000182150,,
22,46049478,46053785,-,ENSG00000182257,ENST00000649288,PRR34,,2817,7,,,0.270825,0.225747,0,0.165524,0.165524,100,1,1,0,-,0,ENSG00000182257,,
17,81556887,81637112,-,ENSG00000182446,ENST00000705719,NPLOC4,protein_coding,4381,5,1956,,37.320618,26.510302,0,21.27697333,21.762897,97.76719218,22,1,1,ENST00000331134,0,ENSG00000182446,,
17,68035708,68044968,+,ENSG00000182481,ENST00000677918,KPNA2,retained_intron,1963,4,,,0,0.209023,0,0.069674333,290.1399763,0.024014041,21,3,0,ENST00000330459,0,ENSG00000182481,,
17,68035708,68046854,+,ENSG00000182481,ENST00000679346,KPNA2,retained_intron,2082,4,,,0,0,0.077368,0.025789333,290.1399763,0.008888583,21,4,0,ENST00000330459,0,ENSG00000182481,,
3,101731039,101770554,+,ENSG00000182504,ENST00000704372,CEP97,retained_intron,7955,5,,,0,1.857218,0,0.619072667,0.619072667,100,16,1,0,ENST00000341893,0,ENSG00000182504,,
X,55143080,55161185,-,ENSG00000182518,ENST00000685693,FAM104B,protein_coding,3359,4,348,,1.616526,0,5.355096,2.323874,3.187440333,72.90721573,8,1,1,ENST00000685693,1,ENSG00000182518,,
3,18348488,18425310,-,ENSG00000182568,ENST00000700179,SATB1,protein_coding,3255,4,2292,,0,2.703923,0,0.901307667,2.048418,44.00018291,23,1,1,ENST00000338745,0,ENSG00000182568,,
5,150053295,150086554,-,ENSG00000182578,ENST00000675795,CSF1R,protein_coding,3820,4,2919,,2.685548,2.744473,5.842237,3.757419333,3.757419333,100,10,1,1,ENST00000675795,1,ENSG00000182578,,
X,7843171,7844143,+,ENSG00000182583,ENST00000688183,VCX,protein_coding,781,4,621,,4.234515,6.506331,0,3.580282,3.635900667,98.47029191,5,1,1,ENST00000688183,1,ENSG00000182583,,
15,23685379,23687305,-,ENSG00000182636,ENST00000649030,NDN,protein_coding,1906,7,966,,38.118889,48.601528,15.560873,34.09376333,34.09376333,100,1,1,1,ENST00000649030,1,ENSG00000182636,,
1,25861484,25875708,-,ENSG00000182749,ENST00000675840,PAQR7,protein_coding,2685,4,1041,,35.412201,25.663385,0.696842,20.59080933,20.710449,99.4223222,2,1,1,ENST00000675840,1,ENSG00000182749,,
21,45405165,45513720,+,ENSG00000182871,ENST00000651438,COL18A1,protein_coding,5408,2,4020,,15.177194,0,0,5.059064667,5.059064667,100,7,1,1,ENST00000651438,1,ENSG00000182871,,
3,197950190,197956610,+,ENSG00000182899,ENST00000647248,RPL35A,protein_coding,1234,2,333,,8.089432,14.112705,11.290087,11.16407467,11.531858,96.8107192,11,1,1,ENST00000647248,1,ENSG00000182899,,
1,241353939,241357374,-,ENSG00000182901,ENST00000692317,RGS7,retained_intron,2364,4,,,0,1.320531,14.888505,5.403012,8.530472,63.33778483,55,1,0,ENST00000440928,0,ENSG00000182901,,
1,240775514,241098762,-,ENSG00000182901,ENST00000690236,RGS7,retained_intron,2086,4,,,2.380194,2.341356,0,1.57385,8.530472,18.44974112,55,2,0,ENST00000440928,0,ENSG00000182901,,
1,240775528,240962308,-,ENSG00000182901,ENST00000688216,RGS7,protein_coding_CDS_not_defined,2011,4,,,0,0,4.66083,1.55361,8.530472,18.21247406,55,3,0,ENST00000440928,0,ENSG00000182901,,
3,134485699,134561767,+,ENSG00000182923,ENST00000683596,CEP63,protein_coding,2723,4,2112,,4.608893,4.9502,0,3.186364333,5.076765333,62.76367183,62,1,1,ENST00000675561,0,ENSG00000182923,,
3,134485743,134561767,+,ENSG00000182923,ENST00000684217,CEP63,protein_coding,2182,4,1626,,0.941921,2.247488,1.197117,1.462175333,5.076765333,28.80131811,62,2,0,ENST00000675561,0,ENSG00000182923,,
15,99727401,99733437,-,ENSG00000183060,ENST00000684762,LYSMD4,protein_coding,2710,4,891,,0,3.346822,0,1.115607333,2.017971333,55.28360661,12,1,1,ENST00000684762,1,ENSG00000183060,,
10,66372654,66878270,-,ENSG00000183230,ENST00000684489,CTNNA3,protein_coding_CDS_not_defined,1740,4,,,1.574299,1.334666,0,0.969655,7.521830667,12.89121017,16,2,0,ENST00000433211,0,ENSG00000183230,,
X,152714628,152718607,+,ENSG00000183305,ENST00000682532,MAGEA2B,protein_coding,1886,4,945,,0,2.530565,0,0.843521667,1.938625333,43.51133002,12,2,0,ENST00000682532,1,ENSG00000183305,,
17,8747524,8758552,-,ENSG00000183318,ENST00000688021,SPDYE4,protein_coding,1271,4,714,,1.990749,2.461524,0,1.484091,2.265928,65.49594691,5,1,1,ENST00000689094,0,ENSG00000183318,,
17,8750853,8758546,-,ENSG00000183318,ENST00000689094,SPDYE4,protein_coding,2307,4,714,,1.313753,1.031758,0,0.781837,2.265928,34.50405309,5,2,0,ENST00000689094,1,ENSG00000183318,,
